Title,SJR,SJR Best Quartile,H index,Total Docs. (2024),Total Docs. (3years),Total Refs.,Total Cites (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,%Female,APC (USD),Aging,Cancer Research,Cardiology and Cardiovascular Medicine,Community and Home Care,Complementary and Alternative Medicine,Critical Care and Intensive Care Medicine,Endocrinology,"Endocrinology, Diabetes and Metabolism",Gastroenterology,Geriatrics and Gerontology,Gerontology,Health Policy,Hematology,Hepatology,Immunology,Immunology and Allergy,Immunology and Microbiology,Infectious Diseases,Internal Medicine,Medicine,Nephrology,Oncology,Parasitology,Pulmonary and Respiratory Medicine,Reproductive Medicine,Respiratory Care,Rheumatology
Pflege,0.194,Q4,16,73,150,1707,71,119,0.33,23.38,66.81,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Journal of Hematology,0.193,Q4,23,202,539,5213,308,539,0.51,25.81,50.52,2407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Microsurgery,0.193,Q3,6,67,390,1475,135,382,0.39,22.01,30.81,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Biological Regulators and Homeostatic Agents,0.193,Q4,58,481,1121,23087,574,927,0.25,48,42.93,2588,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Turkish Journal of Physiotherapy and Rehabilitation,0.193,Q4,6,42,117,1445,50,117,0.3,34.4,59.6,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asian Pacific Journal of Reproduction,0.192,Q3,30,36,113,1363,78,109,0.65,37.86,41.98,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Clinical Nephrology - Case Studies,0.192,Q3,6,15,61,263,43,59,0.72,17.53,45.07,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Disaster and Emergency Medicine Journal,0.192,Q3,11,35,111,753,83,85,0.86,21.51,39.74,2420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Herba Polonica,0.192,Q4,12,0,52,0,45,52,0.79,0,0,2467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Retirement,0.192,Q4,6,27,76,803,30,60,0.31,29.74,26.32,2582,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicina Moderna,0.192,Q4,5,49,146,1252,79,146,0.72,25.55,43.55,2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
National Medical Journal of China,0.192,Q4,32,488,1457,16773,735,1429,0.51,34.37,42.19,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Soins Psychiatrie,0.192,Q4,11,67,195,704,22,159,0.13,10.51,62.77,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asian Journal of Sports Medicine,0.191,Q4,39,29,92,1238,59,85,0.69,42.69,41.25,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Journal of Ophthalmology,0.191,Q4,20,142,564,4239,259,517,0.42,29.85,51.6,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Human Pathology Reports,0.191,Q4,9,38,259,1484,123,256,0.49,39.05,50.99,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Health and Human Services Administration,0.191,Q4,26,4,44,118,27,43,0.3,29.5,57.14,2464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of the Belgian Society of Radiology,0.191,Q4,28,104,311,580,165,304,0.51,5.58,35.65,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Open Biomedical Engineering Journal,0.191,Q4,28,15,46,477,41,44,0.9,31.8,36.36,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pediatric Hematology Oncology Journal,0.191,Q3,8,63,144,1471,63,122,0.46,23.35,49.31,2408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Revista Colombiana de Reumatologia,0.191,Q3,12,127,224,4139,92,198,0.36,32.59,48.2,2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Ukrains'kij Zurnal Vijskovoi Medicini,0.191,Q4,5,71,186,1383,54,186,0.26,19.48,55,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Allergologie,0.19,Q4,20,68,328,1545,122,233,0.53,22.72,48.37,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Annales de Cardiologie et d'Angeiologie,0.19,Q4,22,76,243,1359,90,235,0.34,17.88,32.76,2435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Central European Journal of Sport Sciences and Medicine,0.19,Q4,5,23,99,811,49,99,0.36,35.26,26.83,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,0.19,Q4,22,58,175,2199,59,156,0.3,37.91,52.17,2485,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Indian Journal of Gynecologic Oncology,0.19,Q3,10,160,255,3863,150,251,0.52,24.14,52.36,2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Journal of Emergency Medicine, Trauma and Acute Care",0.19,Q3,8,96,146,2377,82,137,0.64,24.76,33.94,2419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of the Association of Physicians of India,0.19,Q4,69,338,1361,6193,494,1123,0.42,18.32,27.64,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rossijskij Osteopaticeskij Zurnal,0.19,Q4,7,44,162,894,69,139,0.48,20.32,60,2445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Translational Research in Urology,0.19,Q3,10,32,96,834,84,85,0.81,26.06,36.84,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Global and Regional Health Technology Assessment,0.189,Q4,5,40,64,1051,34,59,0.4,26.28,49.62,2449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Journal of Medical and Paediatric Oncology,0.189,Q3,32,117,316,2925,119,284,0.43,25,43.13,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I.P. Pavlov Russian Medical Biological Herald,0.189,Q4,8,64,184,1479,97,183,0.62,23.11,43.21,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Law and Medicine,0.189,Q4,22,37,192,0,79,192,0.34,0,48.33,2406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MHSalud,0.189,Q4,6,20,63,853,42,63,0.68,42.65,17.74,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Notulae Scientia Biologicae,0.189,Q4,10,82,234,4936,211,233,0.86,60.2,42.93,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Revista de Medicina y Cine,0.189,Q4,3,29,107,433,16,96,0.13,14.93,42.31,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vestnik Rossijskoj Voenno-Medicinskoj Akademii,0.189,Q3,5,59,281,1335,48,281,0.22,22.63,28.99,2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bulletin of the History of Medicine,0.188,Q4,38,14,84,841,44,73,0.6,60.07,47.06,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Journal of Tuberculosis and Respiratory Diseases,0.188,Q3,29,148,500,5556,290,478,0.49,37.54,45.17,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Community and Physician,0.188,Q4,4,40,150,1123,19,129,0.16,28.08,52.5,2446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Military and Veterans' Health,0.188,Q4,15,0,77,0,25,58,0.34,0,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nigerian Journal of Physiological Sciences,0.188,Q4,22,15,102,615,54,102,0.52,41,28.57,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
World Cancer Research Journal,0.188,Q4,14,16,153,990,93,148,0.63,61.88,41.56,2504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
British Columbia Medical Journal,0.187,Q4,19,116,351,1042,71,118,0.15,8.98,62.41,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Case Reports in Critical Care,0.187,Q3,10,13,92,189,57,90,0.63,14.54,32.73,2528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Journal of Hepatology,0.187,Q4,25,207,593,0,327,593,0.69,0,44.44,2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fa yi xue za zhi,0.187,Q4,13,46,303,1421,137,303,0.42,30.89,40.5,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Giornale Italiano di Cardiologia,0.187,Q4,24,177,591,5329,240,486,0.52,30.11,35.47,2429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Health Professions Education,0.187,Q4,24,49,46,1685,23,41,0.53,34.39,61.25,2731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immunopathologia Persa,0.187,Q4,9,36,107,868,75,106,0.67,24.11,46.98,2460,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Iranian Journal of Pediatric Hematology and Oncology,0.187,Q3,7,32,92,966,42,92,0.4,30.19,51.59,2396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of Environmental Health,0.187,Q4,41,79,234,937,77,142,0.29,11.86,58.68,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Public Health and Emergency,0.187,Q3,9,37,115,1387,61,93,0.47,37.49,38.54,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medicina Naturista,0.187,Q4,6,19,62,494,15,55,0.24,26,52.63,2436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Multimedia manual of cardiothoracic surgery : MMCTS / European Association for Cardio-Thoracic Surgery,0.187,Q4,13,103,216,0,83,216,0.41,0,24.38,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rwanda Journal of Medicine and Health Sciences,0.187,Q4,6,42,106,1334,41,99,0.3,31.76,37.5,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Academic Forensic Pathology,0.186,Q4,22,18,56,406,31,50,0.62,22.56,42.86,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,0.186,Q4,7,0,19,0,11,19,0.2,0,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Archives of Breast Cancer,0.186,Q4,7,54,171,1593,93,152,0.59,29.5,50.25,2405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Foregut,0.186,Q3,5,55,205,1836,69,165,0.38,33.38,25.39,2438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Medecine et Droit,0.186,Q4,7,27,60,444,11,52,0.23,16.44,37.14,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Medecine Tropicale et Sante Internationale (MTSI),0.186,Q4,43,52,181,1125,57,173,0.35,21.63,35.82,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Middle East Journal of Cancer,0.186,Q4,12,37,219,1081,95,217,0.38,29.22,36.91,2467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Polski Merkuriusz Lekarski,0.186,Q4,25,104,287,2104,178,286,0.68,20.23,50.86,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bulletin de la Dialyse a Domicile,0.185,Q4,5,23,66,400,12,62,0.23,17.39,60.67,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Journal of Endovascular Resuscitation and Trauma Management,0.185,Q3,8,11,90,265,21,72,0.3,24.09,28,2404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Journal of Obstetrics, Gynecology and Cancer Research",0.185,Q3,5,101,222,2850,136,213,0.63,28.22,67.2,2332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of the Canadian Society of Forensic Science,0.185,Q4,24,20,40,665,21,40,0.5,33.25,50.94,2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Passer Journal of Basic and Applied Sciences,0.185,Q4,6,97,120,2995,116,120,0.95,30.88,25.57,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Polish Journal of Medical Physics and Engineering,0.185,Q4,10,38,84,959,60,84,0.87,25.24,43.95,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rational Pharmacotherapy in Cardiology,0.185,Q4,15,72,304,2391,223,304,0.78,33.21,63.69,2390,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Swiss dental journal,0.185,Q4,30,35,90,0,59,90,0.63,0,47.25,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gesundheitsokonomie und Qualitatsmanagement,0.184,Q4,14,94,346,650,26,190,0.07,6.91,34.91,2367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hygiene + Medizin,0.184,Q4,13,87,257,636,10,191,0.04,7.31,47.79,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Acupuncture and Tuina Science,0.184,Q4,9,53,191,1651,81,191,0.45,31.15,50.7,2447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Cosmetic Science,0.184,Q3,45,24,105,670,69,103,0.33,27.92,55.67,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Obstetrics, Gynaecology and Reproductive Medicine",0.184,Q3,21,60,184,303,64,148,0.34,5.05,68.18,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Orthopaedics and Trauma,0.184,Q4,32,71,186,1468,87,136,0.48,20.68,38.46,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SKINmed,0.184,Q3,32,124,322,0,73,306,0.2,0,54.6,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Deutsche Medizinische Wochenschrift,0.183,Q4,45,366,1142,3487,269,700,0.23,9.53,30.51,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Egyptian Journal of Community Medicine,0.183,Q3,4,31,105,881,36,100,0.26,28.42,72.73,2434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Journal of Ayub Medical College,0.183,Q4,39,142,608,2962,301,590,0.45,20.86,46.83,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Emergency and Critical Care Medicine,0.183,Q3,6,30,72,654,34,69,0.67,21.8,40.19,2468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
South Eastern European Journal of Public Health,0.183,Q4,7,0,138,0,134,123,1.34,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ekologiya Cheloveka (Human Ecology),0.182,Q4,16,30,235,834,106,234,0.38,27.8,54.62,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gaceta Medica de Mexico,0.182,Q4,27,113,550,791,220,461,0.37,7,42.08,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Sport and Society,0.182,Q3,4,27,71,1517,32,71,0.3,56.19,47.27,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Obere Extremitat,0.182,Q3,16,57,135,1142,37,107,0.22,20.04,14.81,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Oxford Medical Case Reports,0.182,Q4,15,179,456,1660,179,421,0.35,9.27,32.57,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya,0.182,Q3,12,71,231,2130,163,219,0.71,30,43.98,2358,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese General Practice,0.181,Q3,17,653,2070,21355,1054,2070,0.55,32.7,51.46,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Diabetology,0.181,Q4,6,74,230,2295,99,208,0.29,31.01,33.66,2429,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Health Sciences,0.181,Q4,7,28,96,903,48,96,0.31,32.25,56.3,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinese Traditional and Herbal Drugs,0.18,Q4,27,813,2488,35853,2092,2488,0.86,44.1,48.42,2363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Healthcare Papers,0.18,Q4,27,37,76,912,31,70,0.44,24.65,60.55,2527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jahr,0.18,Q4,6,14,69,463,43,61,0.3,33.07,53.85,2323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Peking University (Health Sciences),0.18,Q4,22,170,474,0,248,474,0.52,0,47.23,2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of the History of Medicine and Allied Sciences,0.18,Q4,35,27,61,1916,40,59,0.46,70.96,47.06,2545,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Journal of Infection and Immunity,0.18,Q4,14,126,357,3652,221,357,0.66,28.98,71.12,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Current Orthopaedic Practice,0.179,Q4,27,49,293,1388,84,284,0.27,28.33,23.83,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
European Journal of Oncology Pharmacy,0.179,Q4,7,6,19,270,12,18,0.31,45,46.43,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fortschritte der Neurologie Psychiatrie,0.179,Q4,36,102,404,1553,91,235,0.21,15.23,40.74,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
International Journal of Medical Toxicology and Forensic Medicine,0.179,Q4,5,33,128,1037,62,123,0.48,31.42,40.14,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iranian Journal of Breast Diseases,0.179,Q3,4,28,84,1451,48,81,0.56,51.82,53.85,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Journal of Gerontology and Geriatrics,0.179,Q4,11,24,117,1102,47,113,0.39,45.92,45.63,2393,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern African Journal of Anaesthesia and Analgesia,0.179,Q3,16,32,150,725,36,116,0.23,22.66,30.3,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sportverletzung-Sportschaden,0.179,Q4,25,72,243,437,32,82,0.08,6.07,12.96,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annals of HPB Surgery,0.178,Q3,7,59,167,1186,89,163,0.48,20.1,30.42,2370,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical and Experimental Morphology,0.178,Q4,5,37,102,910,81,102,0.79,24.59,59.41,2301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Endodontology,0.178,Q3,6,68,160,1896,71,153,0.37,27.88,53.64,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
IMAGING,0.178,Q4,22,16,59,364,23,58,0.31,22.75,43.28,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Clinical and Translational Endocrinology: Case Reports,0.178,Q4,6,16,84,228,38,83,0.43,14.25,52.5,2379,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Public Health and Development,0.178,Q4,5,75,183,2645,82,183,0.46,35.27,49.74,2348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oncology Issues,0.178,Q4,8,75,175,610,21,89,0.13,8.13,65.96,2301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sport TK,0.178,Q4,10,120,263,3654,182,263,0.69,30.45,31.4,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trauma Case Reports,0.178,Q3,13,128,531,1721,224,530,0.36,13.45,22.38,2431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annales de Pathologie,0.177,Q4,28,112,289,1433,85,254,0.28,12.79,59.09,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Arterial Hypertension,0.177,Q4,13,14,76,788,37,75,0.47,56.29,40.7,2358,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,0.177,Q4,15,133,446,0,295,446,0.68,0,36.7,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Addictive Disorders and their Treatment,0.176,Q4,23,0,72,0,26,64,0,0,0,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Advances in Gerontology,0.176,Q4,12,12,141,561,73,140,0.36,46.75,86.84,2346,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donald School Journal of Ultrasound in Obstetrics and Gynecology,0.176,Q4,18,41,150,1693,30,148,0.13,41.29,44.12,2417,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Journal of Lymphoedema,0.176,Q4,10,15,34,249,17,28,0.32,16.6,59.46,2376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of UOEH,0.176,Q4,24,30,119,462,46,119,0.26,15.4,26.47,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Reabilitacijos Mokslai: Slauga, Kineziterapija, Ergoterapija",0.176,Q3,2,20,60,452,46,60,1.15,22.6,75,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Studia Sportiva,0.176,Q4,4,34,86,1299,45,86,0.53,38.21,34.69,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acta Medica,0.175,Q4,33,16,90,518,55,90,0.38,32.38,32.31,2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ceskoslovenska Patologie,0.175,Q3,16,16,68,0,33,68,0.86,0,39.39,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
